time,open,high,low,close,%K,%D
1640800800,1803.967,1805.67,1801.9,1804.298,26.75720805491805,25.54694422790058
1640815200,1804.406,1805.51,1800.1,1803.326,31.794396984220405,23.91818232923361
1640829600,1803.26,1803.58,1797.1,1798.54,36.65643595364863,26.42638896337986
1640844000,1798.41,1802.25,1795.3,1800.054,43.0804885687442,31.8691705995465
1640858400,1800.075,1804.72,1797.9,1802.71,42.23488881929233,36.104683676164676
1640872800,1802.9,1814.218,1800,1813.428,47.953648606326524,40.34397178644637
1640887200,1813.35,1817.13,1811.6,1814.74,56.05754389648539,45.19660116889936
1640901600,1813.59,1819.02,1813.59,1816.3,67.87267987101299,51.43984995237224
1640916000,1816.45,1819.31,1813.6,1818.604,80.05498773104985,58.83474978483336
1640930400,1818.5,1820.22,1814.4,1817.94,89.60042193981008,68.30785640893691
1640944800,1817.966,1827.435,1816.8,1824.204,92.20978457753672,77.15908360317896
1640959200,1824.245,1827.37,1819.5,1826.4,94.16511260035281,84.78059734395245
1640973600,1826.39,1830.36,1823.5,1829.24,95.39696614542827,90.2854545988355
1641160800,1827.21,1831.65,1826.5,1828.81,94.28971716375784,93.13240048537709
1641175200,1828.69,1828.86,1822.8,1825.338,92.2453862539523,93.66139334820555
1641189600,1825.1,1826.68,1820.3,1826.44,91.03001864748163,93.42544016219452
1641204000,1826.22,1827.54,1805.4,1806.99,77.99086890500193,90.19059142312435
1641218400,1806.95,1810.93,1797.3,1799.568,59.850372710727086,83.0812727361841
1641232800,1799.55,1804.528,1797.9,1801.028,43.583555478136866,72.94004039905991
1641247200,1801.106,1806.86,1800.2,1804.8,31.423270043588055,60.77561715698706
1641261600,1805.08,1807.1,1802,1805.386,18.997850831616454,46.36918359381403
1641276000,1805.395,1807.36,1800.7,1805.674,17.441630276564776,34.2593358681266
1641290400,1805.56,1808.6,1798.2,1807.21,21.891120815138304,26.66748548900884
1641304800,1807.132,1816.728,1805.3,1813.56,29.187772925764143,23.788328978534302
1641319200,1813.45,1815.4,1812.4,1814.086,34.59446870451234,24.42256871071916
1641333600,1814.3,1815.39,1811.5,1815.226,40.323726346433794,28.68774381368263
1641348000,1815.09,1816.5,1813,1815.715,46.17001455604073,34.433420669577814
1641362400,1815.75,1820.13,1811.4,1817.71,53.33409378960712,40.72201526447158
1641376800,1817.704,1827.89,1814.1,1825.475,62.28789751288904,47.342040181896564
1641391200,1825.39,1829.68,1819.2,1822.4,68.01778666580663,54.02670377415542
1641405600,1822.83,1824.91,1807.3,1810.03,65.44340152141945,59.050638809152545
1641420000,1810,1812.19,1805.9,1810.107,62.403611956515896,62.29735828924758
1641434400,1810.09,1810.25,1802.1,1802.975,52.50319033971677,62.13117759926952
1641448800,1802.91,1803.8,1792.6,1794.73,35.23100502205385,56.71979910110248
1641463200,1794.73,1807.15,1786.1,1788.43,20.796905706361194,47.275622909213396
1641477600,1788.1,1795.54,1786.2,1790.6,14.99919489444182,37.18678158381787
1641492000,1790.82,1791.42,1785.4,1790.688,9.70544205550801,26.647147603616286
1641506400,1790.795,1792.6,1789,1790.56,9.002393188932965,17.946988173459523
1641520800,1790.548,1793.19,1788.7,1790.578,10.192279262550878,12.939243021558932
1641535200,1790.59,1793.84,1786.7,1793.02,12.564715836847666,11.292805047656225
1641549600,1792.97,1796.15,1782.3,1789.05,13.348851832404472,10.962736435248754
1641564000,1789.135,1796.73,1785.7,1795.8,16.659021621874967,12.353452348522145
1641578400,1795.8,1798.65,1793.2,1795.92,20.07765960732626,14.568505632200806
1641765600,1794.459,1796.74,1790.19,1794.86,23.634235954596427,17.256896970609915
1641780000,1794.85,1796.16,1790.2,1793.05,27.385542688138862,20.221062340868155
1641794400,1793.015,1797.94,1790.6,1796.4,34.62568462283359,24.476428898953976
1641808800,1796.66,1802.31,1790.5,1792.945,37.49448204221687,28.64352098302236
1641823200,1792.84,1800.09,1789.5,1799.26,45.3951201469108,33.70701309093927
1641837600,1799.326,1801.92,1797.6,1801.334,58.52427816822886,40.685021533665754
1641852000,1800.9,1805.98,1799.2,1804.74,70.283939720045,49.26470094004698
1641866400,1804.74,1808.7,1803.6,1808.415,79.97858519085312,58.33528105365089
1641880800,1808.48,1810.24,1804.9,1806.82,88.96307768626943,68.6290001824614
1641895200,1806.824,1809.04,1803.3,1805.52,91.93450971437224,77.93687809595369
1641909600,1805.52,1817.84,1800.9,1817.38,92.65115870557723,84.76225420342337
1641924000,1817.54,1823.31,1816.2,1821.188,92.57003271119687,89.21947280165374
1641938400,1821.226,1822.54,1817.6,1819.02,90.24823106563754,91.27340197661063
1641952800,1819.024,1821.53,1816.5,1820.42,90.98678075708997,91.67814259077474
1641967200,1820.36,1821.4,1813.8,1816.208,90.16432540477703,91.3241057288557
1641981600,1816.15,1825.41,1815.1,1821.204,88.08066568334797,90.41000712440984
1641996000,1821.16,1827.03,1818.5,1826.14,88.73480173814855,89.64296092980018
1642010400,1825.95,1828.06,1824.3,1825.97,90.18848757835151,89.63101223234297
1642024800,1825.812,1826.64,1823,1825.42,90.16462008508113,89.4665800979412
1642039200,1825.29,1828.16,1822.8,1825.89,92.798064454902,89.99332790796619
1642053600,1825.848,1827.59,1817.9,1822.74,91.16406505189464,90.61000778167553
1642068000,1822.74,1825.99,1818.6,1821.93,87.067552582242,90.27655795049422
1642082400,1821.891,1823.78,1811.2,1820.57,82.5829787991237,88.75545619464866
1642096800,1820.58,1822.86,1818.5,1822.39,80.08309080148987,86.7391503379304
1642111200,1821.99,1824.61,1818.4,1822.384,74.83944960478387,83.14742736790677
1642125600,1822.44,1828.08,1821.5,1827.76,78.34427386868558,80.58346913126498
1642140000,1827.63,1829.144,1820.8,1823.51,76.63553723995001,78.49706606280658
1642154400,1823.468,1827.71,1818.8,1825.4,78.03115330676147,77.58670096433413
1642168800,1825.32,1826.74,1814.4,1815.845,67.44168019582922,75.058418843202
1642183200,1815.845,1819.01,1813.6,1817.91,61.7318239554505,72.43689371333532
1642370400,1817.3,1819.37,1812,1816.08,47.642666072224685,66.29657215404315
1642384800,1815.7,1820.56,1815.1,1819.51,43.184351315202825,59.60633496909371
1642399200,1819.51,1823.21,1817.6,1821.57,38.91551493535423,51.78320729481227
1642413600,1821.428,1821.94,1818.1,1820.898,44.547481052161956,47.20436746607881
1642428000,1820.84,1821.55,1816.6,1819.24,46.02987070887165,44.06397681676304
1642442400,1819.16,1819.584,1817.3,1818.53,48.76058849754758,44.28756130182761
1642456800,1818.21,1822.39,1817.2,1822.12,51.30431919786074,45.9115548783592
1642471200,1822.1,1822.77,1814.4,1816.16,44.5991479896285,47.048281489214055
1642485600,1816.16,1817.98,1808.2,1810.44,35.92900129438425,45.32458553765851
1642500000,1810.32,1819.87,1805,1819.59,39.05360705556685,43.92933280699755
1642514400,1819.47,1820.12,1809.6,1811.7,36.784229631444184,41.534061033776865
1642528800,1812.11,1815.9,1809.5,1813.308,32.62140430124706,37.79747805445413
1642543200,1813.308,1815.11,1811.3,1812.29,35.77498428773216,36.03264531407486
1642557600,1812.19,1814.22,1809.3,1813.44,42.90557892486816,37.42796084017165
1642572000,1813.32,1817.31,1810.2,1816.92,43.91146835489984,38.39953310003824
1642586400,1816.818,1825.54,1815,1823.91,56.42383695659515,42.327454565068436
1642600800,1823.959,1842.67,1822,1840.319,67.53257455559128,49.30968861593728
1642615200,1840.35,1843.4,1838.8,1840.215,77.86713060309262,57.72811787900937
1642629600,1839.96,1844.1,1837.1,1841.244,87.13662896758413,66.57432788755257
1642644000,1841.36,1842.74,1837.3,1839.164,91.52011293061278,76.09605680269516
1642658400,1838.9,1842.13,1836.3,1838.45,90.21723438535017,82.85473628844616
1642672800,1838.34,1846.97,1835.3,1846.43,91.20811584662383,87.58984454665267
1642687200,1846.384,1847.94,1837.6,1842.324,90.25122711622491,90.06666384927914
1642701600,1842.37,1842.59,1836.2,1839.035,87.10288343092472,90.05991474194725
1642716000,1838.73,1839.86,1835.1,1838.43,84.70533136662074,88.69695842914884
1642730400,1838.258,1842.07,1836.6,1841.39,84.20508779092957,87.49452911026472
1642744800,1841.26,1842.8,1828.2,1834.06,77.2781494424789,84.70853582943573
1642759200,1833.94,1841.99,1830.2,1841.31,76.38037882603099,81.93436617139695
1642773600,1841.21,1843.21,1830.1,1832.668,71.71697519737423,78.85718452468684
1642788000,1832.668,1835.09,1827.4,1834.42,66.21527993309978,75.15917423798265
1642975200,1834.36,1837.08,1831.2,1836.18,58.15472143087916,69.94910096597258
1642989600,1836.18,1839.6,1834.1,1838.76,56.40033016080265,65.77353710963732
1643004000,1838.68,1844.33,1835.3,1841.16,53.31209099661419,61.15987954375396
1643018400,1841.15,1843.01,1833.4,1835.298,50.275068148427216,56.87149813396455
1643032800,1835.32,1841.18,1828.4,1838.49,51.497565725413644,53.92795529242733
1643047200,1838.35,1844.08,1836.6,1842.6,57.74878286270657,53.84676757879281
1643061600,1842.3,1843.624,1839,1840.01,61.58407233864604,54.88351601436149
1643076000,1840.055,1843.06,1838.2,1841.57,64.92534066903559,57.20616594884581
1643090400,1841.645,1843.34,1835.8,1837.9,69.63899693508574,61.078951706177506
1643104800,1837.948,1843.11,1833.9,1842.52,76.70233868653274,66.11990629840133
1643119200,1842.561,1852.85,1838.1,1849.72,79.4422242517151,70.45859457620304
1643133600,1849.78,1853.83,1846,1848.02,80.14907194912887,74.1715944982996
1643148000,1847.895,1850.09,1845.4,1847.89,78.91466412845054,76.96945919018259
1643162400,1847.74,1848.92,1845.4,1847.505,81.53620795153924,79.34890139347328
1643176800,1847.565,1848.68,1842.6,1846.89,78.21630380550903,79.65169441726854
1643191200,1846.838,1848.07,1841.4,1843.95,72.90567877605488,78.3443853221365
1643205600,1844.04,1844.22,1827.8,1830.138,59.09858666530456,74.13428826537164
1643220000,1830.138,1833.3,1814.6,1819.56,46.1221558661784,67.57578661291723
1643234400,1818.78,1822.14,1814.3,1815.73,31.820096642776814,57.63256435116474
1643248800,1815.623,1817.99,1811.5,1812.7,17.84519075055804,45.55834174017454
1643263200,1812.68,1816.69,1808.5,1816,8.924607574046407,32.76212749977285
1643277600,1815.89,1816.9,1797.2,1799.71,8.01467473395219,22.54534511350238
1643292000,1799.85,1810.48,1790.5,1792.432,6.096135076720534,14.540140955610799
1643306400,1792.33,1797.5,1790.7,1797.058,7.443690309732544,9.66485968900194
1643320800,1797.092,1799.33,1794,1798.624,9.442325248517964,7.9842865885939265
1643335200,1798.67,1799.41,1796.1,1797.42,8.455795743847364,7.8905242225541175
1643349600,1797.46,1798.7,1789.2,1791.37,8.296064517105389,7.946802179184755
1643364000,1791.37,1792.61,1779.3,1786.33,9.712447752581149,8.670064714356878
1643378400,1786.32,1792.99,1780,1784.01,9.011174716950062,8.98356159580038
1643392800,1783.9,1792.19,1783,1791.16,10.0992936655201,9.114955279200808
1643580000,1791.32,1791.928,1785.3,1790.28,11.843422993707136,9.792480729172762
1643594400,1790.15,1790.28,1784.4,1789.21,15.743215551945065,11.281910936140697
1643608800,1789.164,1792.49,1784.9,1789.479,18.978519701738122,13.135125325972092
1643623200,1789.38,1798.27,1787.4,1797.65,27.369374663853613,16.8067653153528
1643637600,1797.574,1799.68,1792.4,1796.94,33.09862572243962,21.406631726736705
1643652000,1796.91,1799.91,1793.9,1796.718,40.20450555994234,27.078848239983746
1643666400,1796.64,1799.4,1795.4,1797.52,53.25872579243115,34.58195028808096
1643680800,1797.52,1803.49,1794.5,1802.73,67.36854220554986,44.25995478884331
1643695200,1802.615,1806.8,1800.2,1805.446,76.62317663495017,54.110715183062624
1643709600,1805.32,1808.78,1801.4,1804.158,84.10451270123376,64.31189257882144
1643724000,1804.13,1807.94,1797.4,1802.54,88.6985876353276,74.01070899389849
1643738400,1802.648,1803.04,1797.4,1800.895,85.53835047672618,80.46663393075751
1643752800,1800.895,1801.64,1798.3,1800.41,79.67330356180298,82.92758620200813
1643767200,1800.41,1800.655,1796.1,1798.5,72.22488891492404,82.0479286580029
1643781600,1798.5,1802.4,1793.6,1802.18,69.94630013015828,79.21628614378781
1643796000,1802.134,1808.09,1800.1,1801.08,67.7307674691144,75.02272211054517
1643810400,1801.08,1810.78,1799.4,1810.005,72.54730732695467,72.42451348059087
1643824800,1809.96,1810.64,1803.9,1806.45,74.32906997752347,71.35566676373496
1643839200,1806.426,1808.65,1805,1808.51,80.11960421377702,72.93460982350555
1643853600,1808.51,1808.98,1804.3,1806.6,80.66775480955334,75.07890075938458
1643868000,1806.73,1806.85,1801.9,1803.31,78.42050770870185,77.21684880730206
1643882400,1803.21,1805.15,1799.5,1802.41,69.3395792612562,76.57530319416237
1643896800,1802.479,1807.63,1787.9,1804.06,68.17709647744577,75.34490849414684
1643911200,1804.06,1806.69,1801.9,1804.62,65.435088776183,72.40800540662802
1643925600,1803.86,1807.38,1803.8,1807.19,67.16310028737273,69.7070745021919
1643940000,1807.08,1808,1804.7,1806.2,71.8557621075084,68.39412538195322
1643954400,1806.56,1811.91,1804.6,1810.898,80.75666825885462,70.6775431814729
1643968800,1810.948,1814.88,1794.5,1795.33,72.13857767634588,71.46983942125291
1643983200,1795.366,1810.43,1791.5,1806.24,71.11844880595763,72.60651142720783
1643997600,1806.3,1808.57,1804.8,1807.54,68.81549323669351,72.936990017072
1644184800,1807.61,1815.34,1805.91,1810.36,69.1892521308605,72.40368802174241
1644199200,1810.22,1811.14,1808.2,1810.216,66.29754034410509,69.51186243879252
1644213600,1810.19,1814.19,1807.8,1812.41,78.65418828762033,70.8149845610474
1644228000,1812.38,1817.13,1809.1,1813.97,82.89677038046189,73.17064887594826
1644242400,1813.845,1820.19,1810.9,1819.8,88.09627698308398,77.02680562522634
1644256800,1819.98,1823.56,1818.6,1820.36,89.93128660587388,81.17521252022902
1644271200,1820.202,1822.32,1819,1822.004,92.69530050837814,86.45476455308365
1644285600,1821.7,1823.29,1817.9,1820.245,92.76287151681879,89.27650119892333
1644300000,1820.29,1820.98,1814.4,1819.88,92.62933810817637,91.22301474446623
1644314400,1819.73,1824.74,1816.1,1823.88,92.35345010613125,92.07444936907568
1644328800,1823.955,1828.38,1819.2,1827.42,93.62757071739965,92.81370619138085
1644343200,1827.49,1828.78,1824.6,1825.6,92.89224210875544,92.8530945114563
1644357600,1825.91,1826.82,1823.8,1826.78,93.29218289950593,92.95895678799373
1644372000,1826.62,1829.12,1825.6,1827.425,94.12730113295603,93.25854939294966
1644386400,1827.344,1828.27,1824.5,1827.59,93.20947794472688,93.42975496066879
1644400800,1827.69,1832.57,1824.6,1825.87,88.32031543707512,92.36830390460388
1644415200,1825.86,1835.81,1824.3,1833.96,88.64107505034315,91.51807049292141
1644429600,1833.98,1835.79,1830.2,1833.23,88.23767451818556,90.50716881665734
1644444000,1833.072,1834.48,1830.4,1833.738,87.76270771728704,89.23425013352355
1644458400,1833.728,1834.75,1832.2,1834.1,87.60059536250193,88.11247361707856
1644472800,1834.44,1836.09,1829.7,1832.51,89.70930484892884,88.3902714994493
1644487200,1832.475,1837.26,1821.4,1830.38,85.07530622530116,87.67711773444088
1644501600,1830.374,1841.95,1824.2,1835.27,81.97848494140635,86.42527981908506
1644516000,1835.25,1837.73,1824.4,1826.73,70.53380929943961,82.97950013551558
1644530400,1826.49,1827.95,1822.6,1825.72,56.335573261296574,76.72649571527451
1644544800,1825.72,1827,1821.9,1824.55,42.70232708844942,67.32510016317862
1644559200,1824.55,1827.6,1820.6,1825.99,33.770755010369,57.06418992019219
1644573600,1825.915,1833.31,1824,1827.36,25.271586233558068,45.72281017862254
1644588000,1827.264,1840.9,1826.1,1840.5,37.29349219644763,39.07474675802414
1644602400,1840.36,1865.434,1838.4,1858.44,49.96915902776611,37.801463911318045
1644789600,1858.11,1862.15,1855,1859.564,64.28491717403759,42.117981928435675
1644804000,1859.54,1859.63,1850.3,1854.47,74.34480585629494,50.23279209762087
1644818400,1854.44,1858.5,1850,1857.228,84.35163845103772,62.0488025411168
1644832800,1857.258,1862.86,1850.1,1861.48,83.94611232546751,71.37932656692078
1644847200,1861.39,1870.99,1859.2,1864.584,84.52349796227003,78.29019435382156
1644861600,1864.46,1874.2,1862.9,1871.04,85.96294190772979,82.62579930055999
1644876000,1870.79,1872.26,1869,1871.01,89.6635743901408,85.68955300732917
1644890400,1870.88,1879.4,1869.6,1877.74,92.75956325184947,87.37113796749152
1644904800,1877.76,1879.5,1851.8,1857.4,87.0191587125768,87.98574724491337
1644919200,1857.56,1857.84,1843.8,1850.21,79.61605605422872,87.00425886330511
1644933600,1850.3,1857.23,1845.5,1852.845,71.1897551264353,84.04962150704621
1644948000,1852.88,1856.49,1850.6,1853.62,62.6871697387669,78.65434057677143
1644962400,1853.459,1854.64,1849.3,1852.358,50.04400970102914,70.11122986660736
1644976800,1852.35,1854.74,1850.3,1854.188,43.36786202633961,61.380970529359914
1644991200,1854.29,1858.93,1852.2,1858.465,41.52921892903269,53.763603104320715
1645005600,1858.418,1859.61,1850.6,1858.67,39.465156547323296,47.41868338849831
1645020000,1858.56,1870.02,1856.8,1869.02,43.286891983070646,43.538627837359066
1645034400,1869.01,1872.55,1864.4,1869.64,50.97086834733909,43.72399956662106
1645048800,1869.482,1871.81,1867.1,1870.02,59.84033613445386,47.0184943882439
1645063200,1870.11,1876.31,1866.5,1874.6,68.87955182072835,52.48856096658303
1645077600,1874.978,1893.28,1872.6,1888.37,78.56437934915273,60.308405526948924
1645092000,1888.24,1897.75,1882,1895.718,83.68223772512594,68.38747467535998
1645106400,1895.71,1900.18,1885.6,1897.674,88.31707952988606,75.85671691186937
1645120800,1897.67,1901.12,1895.8,1898.28,92.60678850948656,82.41000738687592
1645135200,1898.191,1902.46,1887.9,1890.33,90.7883049083712,86.79175800440449
1645149600,1890.16,1893.47,1887.9,1891.864,88.7864891851203,88.836179971598
1645164000,1891.788,1895.85,1888.8,1894.705,86.56623632374553,89.41297969132192
1645178400,1894.64,1900.05,1885.5,1896.46,85.14128194483884,88.77782017431248
1645192800,1896.31,1898.55,1889.9,1896.794,83.97738356714979,87.05193918584511
1645207200,1896.7,1899.48,1892.6,1897.768,86.4857746687161,86.1914331379141
1645394400,1897.8,1908.23,1891.3,1895.523,84.67391899197608,85.36891909928525
1645408800,1895.53,1899.07,1888.6,1891.58,79.66759134006833,83.98919010254981
1645423200,1891.56,1898.36,1886.7,1896.35,76.28776793119468,82.21848729982098
1645437600,1896.254,1898.66,1891.9,1895.828,71.5113324427864,79.72527707494831
1645452000,1895.92,1897.74,1891.6,1897.67,65.5146739537205,75.53105693194918
1645466400,1897.57,1907.2,1895.7,1903.36,67.0278998226965,72.00185309809328
1645480800,1903.36,1914.12,1903.36,1909,71.42985287920794,70.3543054059212
1645495200,1909.42,1910.34,1905.2,1910.053,74.28152990245982,69.95305780017422
1645509600,1910.085,1913.36,1895.5,1900.5,71.72525945220566,69.99584320205807
1645524000,1900.555,1905.97,1891.1,1902.08,71.36341176445282,71.16559076420454
1645538400,1902.17,1907.18,1893.1,1903.44,68.18518518518549,71.39704783670234
1645552800,1903.331,1905.69,1896.4,1898.39,60.289725628357736,69.16902238653229
1645567200,1898.147,1901.33,1896.6,1898.19,51.51253809443009,64.61522402492633
1645581600,1898.19,1900.3,1893.5,1896.26,48.00337020063724,59.87084617461265
1645596000,1896.217,1898.39,1888.6,1893.39,41.29671680681163,53.85750718308442
1645610400,1893.333,1904.56,1891.7,1901.125,39.281546316557495,48.07677940935882
1645624800,1901.09,1910.5,1899.3,1908.26,46.16244692453875,45.25132366859502
1645639200,1908.217,1910.268,1904.2,1908.658,53.50113867872128,45.64904378545326
1645653600,1907.77,1914.11,1907.32,1913.394,65.95916076177176,49.240201897680166
1645668000,1913.45,1949.02,1912.2,1940.368,78.21555853751651,56.62397024382115
1645682400,1940.38,1954.31,1935.4,1953.44,87.42924151849044,66.25350928420772
1645696800,1953.44,1974.398,1950.22,1959.206,88.4803767175118,74.71709524280234
1645711200,1959.246,1963.12,1913.2,1923.66,80.93362565879926,80.20359263881792
1645725600,1923.604,1926.91,1877.78,1903.8,66.88875110483228,80.38951070743003
1645740000,1903.681,1921.59,1902.108,1909.41,56.30013766400331,76.0064265327274
1645754400,1909.41,1917.045,1907.6,1916.41,44.5613771290827,67.43285365484584
1645768800,1916.504,1921.31,1908.1,1910.69,34.91511362495174,56.71980103633384
1645783200,1910.56,1913.95,1885.8,1887.28,28.708936223064114,46.27486314918681
1645797600,1887.354,1893.7,1882.5,1887.41,25.316193669916693,37.96035166220369
1645812000,1887.351,1892.89,1885.5,1889.07,21.10579809145302,30.921483747693635
1645999200,1888.71,1931.47,1888.52,1913.168,20.434701608395976,26.096148643556297
1646013600,1913.35,1913.56,1904.2,1908.1,19.89856962470761,23.09283984350747
1646028000,1908.1,1910.04,1892.99,1899.66,22.461239106584713,21.843300420211584
1646042400,1899.584,1918.3,1898,1917.19,28.625721915171106,22.505206069262464
1646056800,1917.03,1917.364,1890,1899.24,30.730919704402943,24.43023039185245
1646071200,1899.1,1910.92,1896,1908.67,30.64485478202558,26.472261026578373
1646085600,1908.703,1908.89,1901.6,1902.828,33.6991931616397,29.23238573396481
1646100000,1902.98,1907.7,1900.3,1907.09,39.21289980168441,32.58271787298475
1646114400,1906.92,1918.62,1903.6,1916.138,44.793206683003994,35.81621482655133
1646128800,1916.1,1926.35,1910.9,1916.784,54.35301231330059,40.54063334833086
1646143200,1916.79,1935.49,1915.3,1934.86,66.8759534185663,47.786853075639
1646157600,1934.66,1950.21,1933.4,1945.13,76.04483490642531,56.25598142459612
1646172000,1944.986,1945.68,1930.2,1935.6,81.48642067857024,64.71068559997329
1646186400,1935.51,1940.62,1932.2,1934.69,82.71660395181068,72.29536505373463
1646200800,1934.52,1947.96,1931,1932.886,82.96003605896456,78.01676980286742
1646215200,1932.79,1935.53,1913.5,1931.94,77.12905743000479,80.06739060515511
1646229600,1931.79,1935.6,1914.1,1918.513,68.1007585290307,78.47857532967619
1646244000,1918.63,1933.35,1916.5,1928.71,65.47461854008615,75.27621490197939
1646258400,1928.35,1930.73,1925.3,1930.534,63.24705092772969,71.38230429716319
1646272800,1930.574,1930.82,1921.1,1925.082,58.932251969392155,66.57674747924871
1646287200,1925.16,1935.1,1923.2,1929.069,56.52936234355142,62.45680846195802
1646301600,1929.16,1938.78,1923.7,1926.074,56.701602312784544,60.17697721870879
1646316000,1926.078,1932.58,1922.63,1931.89,54.52248961594055,57.986551433879676
1646330400,1931.74,1941.27,1930.5,1935.69,53.87101584074575,56.11134441648289
1646344800,1935.41,1951.15,1929.1,1933.84,54.74512150185196,55.27391832297485
1646359200,1933.688,1941.27,1932.5,1935.52,54.91398162537308,54.95084217933919
1646373600,1935.52,1946.2,1933.1,1945.7,62.37547114608585,56.08561594599945
1646388000,1945.7,1950.01,1939.3,1946.91,69.44393062454611,59.06990414772056
1646402400,1946.91,1965.76,1942.45,1961.9,75.87735243488342,63.47117146654809
1646416800,1961.99,1970.95,1959.8,1970.95,85.07257155838947,69.53666147785559
1646604000,1969.91,2001.06,1969.91,1997.68,92.5759280472873,77.06905076223845
1646618400,1997.69,1998.24,1982.9,1983.65,91.11633702999916,82.8172239390211
1646632800,1983.42,2001.49,1975.75,1997.86,92.46556366700959,87.4215505475138
1646647200,1997.994,2002.57,1960.7,1978.97,88.0383645841919,89.85375297737549
1646661600,1979.104,1991.59,1967.4,1984.16,83.43241011834255,89.52572068936612
1646676000,1984.164,1999.83,1983.2,1997.67,83.00592303448661,87.61171968680598
1646690400,1997.79,2000.14,1980.7,1984.7,82.49602980013294,85.88765824083274
1646704800,1985.02,1994.32,1984.3,1993.92,81.04442460060659,83.60343042755214
1646719200,1994,2020.98,1993,2006.294,83.62923266868297,82.72160404445034
1646733600,2006.294,2020.36,2002.34,2015.02,86.8787920503266,83.41088043084717
1646748000,2015.03,2070.42,2013.6,2029.71,81.8951324783138,83.18872231961261
1646762400,2029.88,2054.17,2021.9,2050.168,83.5945862270811,83.40843360500224
1646776800,2049.3,2052.198,2034.8,2041.7,80.75673775102678,83.3508962350863
1646791200,2041.85,2059.17,2040,2047.964,79.9830295317159,82.62165560769287
1646805600,2047.965,2052.41,2014.4,2017.69,71.7276856439931,79.59143432642618
1646820000,2017.63,2021.43,1984.84,1989.83,63.24714434935146,75.8618367006337
1646834400,1989.764,1997.74,1975.73,1995.22,52.713755887424114,69.68567063270231